age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
18,female,b.sc,1.92,yes,4.4,average,online videos,medium,easy,42.8
21,male,b.sc,1.67,yes,8.3,average,self-study,low,easy,65.8
17,female,b.com,6,yes,9.1,average,online videos,low,moderate,64.8
19,other,b.com,2.58,no,8.6,good,self-study,low,moderate,49.9
21,male,ba,0.55,yes,6.5,good,group study,high,moderate,48.9
19,other,diploma,3.4,no,5.9,good,mixed,high,moderate,74.2
21,other,diploma,4.55,no,5.1,poor,coaching,low,moderate,76.3
20,other,bba,4.81,yes,6.5,average,mixed,low,moderate,71.2
23,female,b.tech,0.47,no,5.8,poor,group study,low,hard,38.5
18,male,b.sc,3.63,yes,7.9,poor,coaching,high,moderate,68.3
17,male,b.sc,2.88,yes,5.2,good,self-study,low,easy,65
21,other,b.tech,3.59,yes,4.1,good,coaching,low,easy,52.5
19,female,b.com,0.33,yes,8.6,good,group study,medium,moderate,42.6
22,female,b.tech,2.36,yes,8.5,average,coaching,low,moderate,46
17,other,bba,5.15,yes,5.5,poor,mixed,high,hard,76.5
21,other,b.sc,01.01,no,7.9,average,mixed,high,easy,43.8
24,other,bca,7.67,yes,8.8,poor,group study,low,easy,82
17,other,ba,7.91,yes,6.1,average,coaching,high,moderate,89.4
19,other,diploma,2.88,yes,7.2,poor,self-study,high,moderate,45.4
23,male,ba,5.45,yes,5.7,average,coaching,high,moderate,76.2
21,male,b.sc,05.08,no,5.7,poor,online videos,low,moderate,46.9
18,male,diploma,1.34,yes,6.4,average,coaching,low,moderate,56.8
18,female,b.com,3.11,yes,7.4,good,mixed,low,moderate,56.3
23,female,bca,7.85,yes,8.5,poor,coaching,medium,hard,76
23,other,bca,01.02,yes,5.9,average,mixed,medium,easy,33.6
19,other,diploma,4.6,yes,6.7,poor,coaching,medium,easy,41.8
20,other,bba,4.79,yes,9.8,average,coaching,high,moderate,86.3
23,male,ba,1.34,yes,9.5,poor,mixed,medium,moderate,50.9
18,other,b.com,4.28,yes,4.7,good,self-study,low,hard,51.3
18,other,ba,7.34,yes,8.5,poor,group study,high,hard,100
23,other,bca,0.93,yes,7.7,poor,self-study,medium,moderate,19.9
18,female,ba,1.52,no,7.7,poor,mixed,high,moderate,41.6
23,other,b.tech,02.05,yes,7.8,poor,mixed,low,moderate,39.4
20,female,b.com,06.01,yes,6.6,good,coaching,medium,hard,97
24,male,diploma,4.62,no,8.9,average,mixed,medium,moderate,55.5
17,female,b.sc,04.03,yes,7.9,good,group study,medium,hard,61.9
24,male,ba,6.34,yes,8.3,good,coaching,medium,moderate,99
18,other,bca,7.83,yes,9,average,self-study,high,moderate,89.6
17,male,b.com,1.57,yes,6.6,poor,group study,high,easy,54.3
22,male,bba,6.5,yes,4.7,poor,mixed,medium,moderate,76.8
21,female,bca,2.96,yes,4.6,average,online videos,low,easy,56.8
23,female,b.com,1.17,yes,7.9,good,coaching,medium,moderate,63.5
17,female,diploma,02.05,yes,7,average,mixed,high,easy,61.8
17,male,ba,3.19,yes,8.8,poor,online videos,high,moderate,63.6
21,female,b.com,7.19,no,4.3,good,mixed,low,moderate,64.9
24,other,b.sc,3.83,no,4.3,good,online videos,low,hard,67.5
20,male,b.sc,4.91,yes,8.6,good,online videos,medium,hard,83.1
23,other,ba,0.27,no,9.9,average,self-study,high,easy,52.6
24,male,b.sc,0.51,yes,9.1,good,group study,low,moderate,41.5
23,male,b.com,7.51,yes,6.5,poor,self-study,high,moderate,65.3
21,other,bba,6.71,yes,9.3,good,self-study,low,hard,57.4
22,male,diploma,3.92,yes,4.2,poor,online videos,medium,moderate,55.9
21,female,bba,1.6,yes,8.4,good,mixed,medium,moderate,52.2
22,female,ba,0.32,yes,5,good,coaching,low,moderate,40.4
21,female,bba,7.8,yes,5.7,poor,coaching,high,moderate,91.4
21,female,b.com,0.08,yes,6.1,poor,group study,medium,moderate,39.3
20,female,b.sc,1.9,no,5.1,good,self-study,medium,moderate,45.6
22,other,bca,5.47,yes,7,average,group study,low,moderate,63.4
23,female,b.tech,7.5,yes,6.6,poor,mixed,low,hard,80.4
24,female,diploma,0.94,yes,7.2,good,mixed,medium,easy,43.8
21,other,ba,6.19,yes,6.2,good,online videos,low,moderate,42.1
17,female,bca,2.65,yes,4.6,poor,self-study,medium,hard,50.4
21,other,b.tech,5.44,yes,8.8,poor,self-study,low,hard,56.2
19,other,ba,0.77,yes,8.8,poor,mixed,high,moderate,37
17,other,b.com,6.92,yes,8.3,average,mixed,high,easy,63.7
17,female,b.com,5.66,yes,7.9,average,online videos,low,easy,72.7
21,female,ba,7.64,yes,6.9,good,mixed,low,hard,75.3
24,male,bba,04.02,yes,8.4,poor,group study,high,moderate,68.3
21,male,diploma,7.1,yes,9.2,good,group study,low,hard,87.2
20,male,bca,4.32,no,8.5,average,coaching,high,moderate,81.2
17,female,b.sc,4.1,yes,5.5,good,group study,medium,hard,87.2
22,male,diploma,0.76,yes,5.2,good,online videos,high,hard,62.5
17,male,ba,6.51,yes,7.4,good,group study,high,easy,81.8
23,female,ba,3.3,yes,6.4,average,group study,low,hard,71.3
23,female,b.tech,4.8,yes,6.1,good,self-study,low,easy,67.9
24,male,bba,5.21,yes,9.6,average,online videos,medium,moderate,54.2
19,female,diploma,6.2,yes,8.4,good,coaching,high,moderate,72.3
18,female,b.com,4.6,yes,7,average,coaching,low,easy,79.2
19,male,diploma,4.96,yes,6.1,average,group study,high,easy,55.8
23,male,b.tech,4.17,yes,5.6,average,group study,low,easy,54.2
18,male,diploma,4.91,yes,9.9,poor,mixed,medium,moderate,83.6
24,other,b.sc,3.55,yes,5.8,good,mixed,high,moderate,64
18,male,ba,6.21,yes,9.1,good,online videos,medium,moderate,86.7
17,male,b.tech,6.48,yes,4.8,poor,self-study,medium,moderate,63
18,male,diploma,4.14,yes,8.6,good,group study,medium,moderate,69.5
23,female,ba,1.17,yes,7,good,online videos,low,hard,61.1
21,other,diploma,2.99,yes,6.7,good,coaching,high,hard,69.9
19,male,b.com,6.72,yes,8.9,good,coaching,low,moderate,86.5
22,other,b.tech,7.33,no,4.3,average,self-study,low,moderate,50.1
22,male,bba,2.14,yes,4.1,average,group study,high,moderate,73.2
21,female,b.sc,7.53,yes,4.6,poor,self-study,low,moderate,66.7
21,male,bba,2.21,no,4.3,good,self-study,high,moderate,68.2
17,male,b.tech,7.35,yes,9.6,good,group study,high,moderate,91.3
19,female,b.sc,7.48,yes,4.7,poor,coaching,low,moderate,71.6
21,female,bba,04.04,yes,8.7,average,mixed,high,hard,86
18,other,bba,7.6,yes,8.5,poor,online videos,low,easy,70
20,female,b.sc,4.39,yes,4.1,good,self-study,low,easy,60.5
17,male,b.sc,03.03,no,5.7,good,mixed,high,hard,79.7
23,female,diploma,6.48,yes,8.8,average,online videos,low,moderate,71
17,other,b.tech,0.87,yes,7.9,good,mixed,low,hard,52.3
17,female,b.sc,1.73,yes,8.7,average,online videos,medium,easy,55.5
22,female,diploma,1.71,yes,9,good,self-study,medium,moderate,53
18,female,ba,4.98,yes,4.2,average,group study,low,hard,67.7
19,female,b.tech,5.67,yes,8,good,online videos,medium,moderate,100
19,other,diploma,6.7,yes,4.2,average,coaching,medium,hard,95.5
18,female,b.com,7.2,yes,9.6,poor,self-study,low,hard,76.2
23,female,bca,7,yes,6.6,poor,online videos,low,hard,67.5
22,female,bba,5.46,yes,5.9,good,online videos,medium,moderate,68.2
18,female,b.com,7.32,yes,5,poor,online videos,medium,easy,67.1
22,other,b.com,2.2,yes,8.1,average,online videos,low,easy,43.6
22,other,ba,5.8,yes,8.9,poor,self-study,high,moderate,61.2
21,other,b.com,0.61,yes,4.7,good,self-study,high,moderate,59
21,female,b.sc,1,yes,9.9,good,group study,low,moderate,38.7
24,other,bca,1.81,yes,4.5,average,self-study,high,hard,67.9
20,male,bba,0.82,yes,8.7,poor,group study,medium,easy,64.4
20,male,bba,7.73,no,4.4,good,mixed,high,easy,78.8
21,male,bca,3.73,yes,5.2,average,mixed,low,easy,52.3
23,female,ba,7.25,yes,4.9,poor,self-study,high,easy,78.6
22,other,diploma,3.81,yes,5,average,online videos,medium,easy,67.9
17,male,diploma,5.6,yes,9.1,average,group study,medium,easy,74.3
20,male,diploma,2.57,yes,8,poor,online videos,low,moderate,44.9
22,female,b.tech,7.61,yes,9.8,poor,online videos,high,easy,100
18,other,b.tech,0.28,yes,5.3,poor,self-study,high,moderate,39
24,male,ba,5.58,yes,5.1,good,coaching,medium,moderate,77.6
23,other,bba,7.6,no,5,poor,online videos,high,easy,87
23,male,b.sc,6.31,no,9,average,group study,low,hard,77.7
17,male,b.tech,6.62,no,6,poor,group study,medium,easy,65.7
21,female,b.tech,2.39,yes,7.6,poor,mixed,high,moderate,63.7
21,other,ba,3.61,yes,6.1,poor,self-study,high,moderate,37.2
22,other,diploma,01.09,yes,7.2,poor,online videos,high,easy,61.1
23,male,ba,03.01,yes,8.1,poor,self-study,high,moderate,42.6
19,male,bca,0.08,yes,4.7,poor,coaching,medium,moderate,23.4
21,female,b.tech,6.23,yes,9.4,good,group study,high,moderate,84.1
22,female,b.sc,7.62,yes,5.9,good,mixed,low,hard,97.1
23,male,bba,5.61,yes,5,average,coaching,medium,easy,49.8
23,female,b.com,6.48,yes,8.7,poor,mixed,high,easy,54.1
19,male,b.tech,4.11,yes,9.9,good,mixed,low,hard,63.3
24,other,b.sc,1.53,yes,6,average,coaching,medium,moderate,36.2
17,male,bca,5.77,yes,6.5,poor,group study,high,moderate,59.8
20,female,bba,2.39,yes,5.1,good,online videos,medium,easy,57.2
21,female,bca,3.68,yes,4.1,poor,coaching,low,moderate,58.9
17,male,b.com,7.21,yes,4.8,poor,group study,medium,hard,69.4
20,female,diploma,2.98,yes,9.7,average,online videos,low,hard,51.4
21,male,diploma,2.31,yes,9.3,average,self-study,low,easy,55.4
21,female,b.com,0.25,yes,8.8,average,coaching,low,hard,42.4
17,female,b.sc,5.61,yes,9.6,average,group study,medium,moderate,64.9
19,male,diploma,1.72,yes,7.8,poor,group study,medium,moderate,40.5
18,male,b.com,5.12,yes,6.4,poor,mixed,medium,moderate,73.6
22,male,ba,2.93,yes,5.6,poor,self-study,low,easy,25.5
19,other,diploma,6.3,yes,8.5,poor,group study,medium,moderate,91.1
21,male,b.sc,7.12,no,8.1,poor,group study,medium,moderate,75.5
22,other,diploma,1.89,yes,6.9,good,self-study,high,hard,77.1
23,female,b.sc,6.34,yes,7.7,average,mixed,medium,easy,73.5
18,other,b.com,1.22,yes,7.9,good,coaching,high,hard,65.1
24,other,b.com,1.13,yes,6.6,poor,coaching,high,moderate,60.5
18,male,ba,3.43,yes,5.2,poor,group study,medium,easy,27.5
17,female,b.sc,2.6,yes,5.3,good,self-study,medium,moderate,55.4
17,other,diploma,7.9,yes,4.8,good,coaching,low,moderate,73
18,male,bba,6.43,no,4.8,good,self-study,high,easy,60.3
23,female,bba,7.12,yes,6.4,poor,mixed,high,hard,87
18,female,bca,01.09,yes,5.3,poor,online videos,low,hard,36.1
22,male,bba,5.71,yes,4.3,average,online videos,medium,moderate,49.2
20,other,bba,4.83,yes,6.1,poor,coaching,high,hard,62.9
17,male,bba,0.79,yes,4.8,poor,self-study,medium,moderate,30.5
20,other,bca,6.35,yes,8.2,average,coaching,low,moderate,79.6
17,male,diploma,6.83,yes,7,average,mixed,high,easy,82.6
20,female,b.sc,7.31,yes,4.2,poor,self-study,low,moderate,74.3
21,female,ba,7.52,yes,5,average,self-study,high,moderate,68.7
21,other,b.sc,0.86,yes,4.1,average,coaching,low,hard,39.2
19,other,b.sc,07.06,no,5.5,poor,group study,medium,moderate,72.5
23,other,diploma,7.56,yes,5,poor,group study,low,moderate,75.7
21,other,ba,5.53,yes,4.6,good,coaching,low,moderate,97
19,other,bba,1.47,yes,5.2,poor,group study,low,moderate,33.9
20,male,bca,3.21,no,8.1,good,online videos,high,moderate,71.5
17,other,b.tech,0.72,yes,4.1,average,online videos,high,moderate,28.6
24,female,ba,0.08,yes,5.1,poor,mixed,low,moderate,19.599
23,female,b.sc,7.36,yes,7.2,good,online videos,medium,moderate,90
19,male,b.com,7.78,yes,5.9,good,coaching,high,easy,100
22,other,b.sc,7.35,yes,6.8,good,mixed,medium,moderate,87
22,male,bba,02.03,no,9.9,average,coaching,medium,moderate,40
21,female,b.tech,4.97,yes,5.6,average,self-study,medium,moderate,64.6
17,male,ba,4,yes,9.2,poor,online videos,high,easy,65.3
24,female,b.com,3.97,yes,4.1,poor,mixed,high,hard,61.2
24,female,diploma,3.43,yes,6.2,poor,self-study,medium,moderate,45.7
24,female,bca,7.53,yes,5.7,good,online videos,low,moderate,97.2
24,female,b.com,6.33,yes,7.9,poor,online videos,high,easy,77
24,other,b.com,6.77,yes,9.9,average,self-study,medium,hard,90.1
22,other,bca,0.28,yes,7.6,poor,group study,low,moderate,47.2
17,female,bba,3.3,yes,7.1,good,self-study,high,moderate,71
20,other,ba,4.78,yes,8.3,average,group study,high,easy,63
18,other,b.tech,5.27,yes,4.1,poor,group study,high,easy,88
18,male,b.tech,7.16,no,8.6,good,group study,low,hard,80.5
23,female,bba,1.34,yes,4.6,average,mixed,high,easy,59.1
23,other,ba,0.72,no,9.6,average,self-study,low,easy,41.3
21,female,bca,7.15,yes,9.4,good,group study,medium,moderate,100
22,male,b.tech,04.05,yes,6.2,average,group study,medium,moderate,64.4
18,female,b.sc,4.31,yes,4.1,good,group study,high,moderate,76.7
18,female,bca,7.12,yes,5.6,good,online videos,medium,hard,79.2
23,other,diploma,6,yes,8.9,good,group study,high,hard,61.7
20,female,bca,5.85,yes,6,good,mixed,high,hard,78.6
21,male,b.tech,1.49,no,6.4,poor,group study,low,moderate,38.4
20,male,b.tech,4.97,no,8,average,group study,low,moderate,58.1
18,male,diploma,3.6,yes,5.7,poor,online videos,low,easy,49.8
23,male,ba,4.89,yes,7.8,average,coaching,medium,moderate,79.7
23,other,ba,4.61,yes,6.7,average,group study,low,moderate,64.8
22,male,diploma,0.21,yes,9.9,poor,coaching,medium,easy,44.9
19,female,b.sc,2.75,yes,9.8,average,coaching,medium,easy,72.2
22,male,b.sc,3.66,yes,7.1,poor,coaching,low,moderate,46.4
24,female,bba,4,yes,6.5,good,self-study,medium,moderate,56
22,other,diploma,0.8,yes,4.1,average,mixed,medium,moderate,38.6
20,female,b.com,7.19,yes,6,good,group study,low,easy,77.5
19,male,b.sc,2.67,yes,8.4,good,online videos,high,hard,67.8
21,other,b.tech,3.92,yes,8.6,poor,coaching,low,hard,58.5
19,female,b.tech,5.31,yes,5,good,mixed,medium,moderate,75.9
21,male,b.com,5.75,yes,9.4,poor,mixed,low,moderate,74.7
17,other,ba,03.02,yes,5,average,online videos,low,hard,21.8
18,other,ba,01.03,yes,9.2,good,mixed,medium,moderate,64.7
23,female,b.sc,1.66,yes,6.5,poor,self-study,medium,moderate,34.7
20,male,bba,1.32,yes,5.4,average,coaching,high,hard,42.7
20,female,diploma,1.95,yes,8.3,good,self-study,medium,moderate,62.5
21,female,b.sc,4.83,yes,9.2,poor,mixed,high,moderate,80.2
20,other,bba,4.29,yes,9.8,average,online videos,medium,moderate,70.5
23,other,ba,1.35,yes,8.6,poor,online videos,low,moderate,43.2
18,male,bba,5.45,no,9.8,average,mixed,high,easy,83.8
23,female,b.tech,0.51,yes,6.4,average,self-study,low,moderate,37.9
18,male,bba,7.28,yes,9.4,poor,online videos,medium,moderate,100
19,female,bca,4.53,no,6.8,average,coaching,medium,moderate,79.1
21,female,bba,4.72,yes,4.7,average,group study,high,easy,72.4
24,female,bca,2.29,yes,9.8,average,online videos,low,moderate,44.1
18,female,bca,04.09,yes,4.9,poor,coaching,medium,easy,67.4
21,female,diploma,3.41,yes,4.6,poor,online videos,low,moderate,19.599
17,other,bba,7.61,yes,5.9,good,group study,high,moderate,60.4
17,female,ba,0.61,yes,7.3,poor,self-study,high,moderate,32.3
23,male,bca,3.67,yes,5.9,good,group study,low,hard,68.9
22,other,bba,6.33,yes,7.6,poor,self-study,low,moderate,95.2
20,female,ba,4.36,yes,7.6,poor,mixed,high,easy,62.9
21,other,bba,4.52,no,8.5,poor,self-study,high,moderate,69.8
20,other,b.com,7.29,yes,9.8,poor,mixed,low,moderate,99.2
19,male,bba,03.01,yes,7.8,average,coaching,low,easy,54.7
20,other,ba,0.08,yes,5.5,average,group study,high,hard,62.3
19,other,b.tech,7.41,no,4.2,good,self-study,medium,moderate,62.1
23,male,ba,0.26,yes,7.7,average,self-study,medium,moderate,38.2
20,male,diploma,6.38,no,6.2,average,coaching,high,moderate,80.9
19,male,b.com,1.12,yes,6.2,good,self-study,high,easy,34
21,other,bba,0.17,yes,6,good,self-study,high,moderate,31.3
23,other,b.com,2.84,yes,6.5,poor,group study,medium,easy,34.6
19,male,b.sc,6.91,yes,6.9,average,mixed,low,moderate,74
24,female,b.com,0.3,no,8,good,online videos,high,moderate,52.4
20,male,diploma,2.1,yes,8.6,average,online videos,high,easy,28.2
22,male,b.tech,2.23,no,6.8,good,group study,low,moderate,35.1
24,male,bba,0.76,yes,4.5,poor,online videos,medium,moderate,25.5
20,male,bca,0.74,yes,6.7,average,mixed,low,easy,26.7
18,other,b.sc,7.27,yes,9.4,average,group study,medium,hard,98.8
22,other,bca,5.56,yes,9.4,poor,self-study,low,hard,60.1
17,male,bba,2.49,yes,9.8,poor,self-study,low,hard,45.8
20,female,b.com,1.91,yes,8.8,good,coaching,high,hard,56.2
24,male,b.sc,0.34,yes,8.2,average,mixed,medium,hard,50.8
20,female,diploma,2.87,yes,7.3,poor,online videos,high,moderate,81.5
22,other,b.sc,2.41,yes,6,poor,self-study,medium,easy,50.6
21,other,diploma,7.34,yes,8.9,poor,group study,high,hard,94.5
18,other,bba,1.76,yes,5.1,poor,online videos,high,easy,49.6
19,male,bca,3.24,yes,8.4,poor,online videos,low,moderate,39.8
21,male,b.com,5.46,yes,7.3,good,group study,low,hard,69.2
17,male,b.tech,2.57,no,7.5,good,coaching,high,hard,50.9
20,male,bba,6.25,yes,6.3,poor,coaching,medium,moderate,81.2
20,female,b.com,5.81,yes,7.4,average,online videos,high,easy,100
23,female,ba,0.28,yes,8.7,average,coaching,high,moderate,60
17,other,ba,6.85,yes,6.9,good,group study,high,hard,62.6
23,male,b.com,2.91,yes,8.8,good,online videos,low,moderate,54.1
20,male,bca,0.77,yes,4.1,good,mixed,medium,moderate,60.1
22,other,ba,5.59,yes,8.8,good,self-study,medium,easy,72.7
21,other,bba,5.98,yes,9.3,poor,self-study,high,moderate,73.8
19,female,bba,0.57,yes,9.6,poor,online videos,medium,moderate,24.4
24,male,bba,2.83,yes,6.8,good,group study,low,moderate,50
18,female,b.com,7.16,yes,6.6,average,online videos,high,moderate,63.1
17,male,bca,5.36,yes,6.2,good,group study,medium,moderate,90.7
23,female,b.sc,4.27,yes,4.5,average,mixed,low,hard,62.3
21,other,diploma,04.03,yes,9.2,good,self-study,medium,hard,75.3
24,male,bca,4.87,yes,5.5,poor,mixed,low,moderate,68.2
20,male,ba,5.22,yes,4.9,good,group study,low,moderate,76.7
17,other,b.sc,0.55,yes,8.6,good,self-study,high,hard,44.8
17,male,diploma,2.67,no,4.8,poor,mixed,high,moderate,44.7
20,other,ba,4.21,yes,8.6,good,online videos,low,easy,55.4
18,other,bca,5.84,no,9,poor,online videos,high,easy,61.4
24,female,b.tech,5.94,no,5.5,average,self-study,high,moderate,51.7
17,female,b.com,4.84,no,4.6,average,mixed,high,easy,47.7
24,female,b.com,4.69,yes,6.2,poor,mixed,high,moderate,57.7
18,female,bca,2.94,yes,4.8,poor,coaching,high,moderate,57.2
17,other,ba,6.68,yes,7.5,good,online videos,low,easy,73.3
19,other,b.tech,7.33,yes,9.4,poor,coaching,low,hard,86.9
18,male,bba,6.77,yes,7.1,average,group study,low,hard,89.9
20,male,b.sc,6.98,no,5.4,poor,self-study,high,moderate,71.5
19,female,ba,7.27,yes,7.6,poor,mixed,low,hard,56.4
21,female,diploma,1.62,yes,4.5,average,group study,medium,moderate,32.1
21,other,ba,4.11,yes,5.8,good,self-study,low,moderate,59.1
17,male,ba,4.28,yes,9.5,poor,mixed,low,easy,60.7
17,female,b.tech,3.88,yes,9.1,average,mixed,low,easy,37.8
18,male,ba,6.79,yes,8.6,good,mixed,high,moderate,100
18,female,diploma,2.6,yes,8.1,average,self-study,high,moderate,59.1
17,other,diploma,1.29,yes,8.4,good,online videos,low,hard,54.8
19,male,diploma,2.19,yes,7.8,average,mixed,medium,moderate,49.4
21,male,b.com,1.15,yes,7.4,good,group study,high,moderate,49.6
19,female,b.tech,3.24,yes,4.3,good,coaching,high,moderate,75
19,other,b.sc,0.93,yes,4.6,average,mixed,medium,easy,53
20,female,b.sc,0.7,yes,5.4,average,online videos,medium,hard,43
21,other,b.tech,3.61,yes,7.3,average,online videos,low,easy,55.2
19,male,bba,4.81,yes,5.3,poor,online videos,high,hard,45.5
18,other,ba,4.86,yes,6.8,poor,group study,high,moderate,60.1
20,male,bca,0.74,no,7.5,good,coaching,high,easy,46.4
17,male,b.sc,7.77,yes,8.5,poor,coaching,medium,moderate,79.9
20,female,bba,0.97,yes,7.3,average,mixed,low,easy,31.8
24,male,b.tech,5.28,yes,8.1,average,coaching,medium,moderate,70.2
20,other,bca,7.11,yes,6.7,average,coaching,medium,moderate,89.1
17,other,bca,07.08,yes,9.5,poor,mixed,medium,hard,80
22,female,b.sc,4.1,no,8.6,average,mixed,high,hard,73
18,female,b.com,2.22,yes,6.7,average,self-study,medium,moderate,57.4
18,other,ba,6.62,yes,5.1,average,self-study,medium,hard,86.2
18,other,bba,4.9,no,8.3,poor,self-study,high,hard,85
24,female,ba,6.33,yes,6.7,average,coaching,low,moderate,88.7
24,other,b.tech,3.2,yes,5.3,good,self-study,high,easy,75.6
21,male,b.com,7.31,yes,7.6,good,online videos,high,moderate,95.1
21,male,ba,7.44,yes,6.3,good,mixed,medium,hard,75.8
22,male,bba,5.9,yes,8.7,average,online videos,medium,moderate,70.8
21,male,bba,7.54,yes,5.7,poor,self-study,high,hard,95.4
21,male,bba,3.63,yes,6.8,average,mixed,high,hard,87.2
24,female,ba,1.56,no,6.1,average,group study,low,moderate,24.5
22,other,ba,5.25,yes,9.1,good,coaching,medium,easy,86.2
17,female,b.com,5.23,yes,6.6,good,group study,low,moderate,53.3
20,female,b.sc,3.93,yes,5.4,poor,online videos,low,easy,30.9
24,male,b.com,02.08,yes,9.2,average,group study,medium,moderate,43.2
20,male,ba,4.99,yes,9.6,good,online videos,medium,moderate,58.2
18,female,b.tech,1.45,yes,6.2,good,mixed,high,moderate,58.1
23,male,b.sc,06.03,no,9.3,good,group study,high,easy,74.4
21,other,b.tech,7.25,yes,6.9,poor,mixed,high,easy,85.6
21,female,b.com,1.33,yes,8.4,average,coaching,medium,moderate,43
20,female,ba,6.56,yes,5.6,average,group study,medium,hard,90.5
17,male,b.sc,1.59,yes,5,poor,group study,high,easy,35
20,male,b.tech,4,yes,7.1,good,coaching,low,moderate,59.5
20,male,ba,7.43,no,6.4,good,online videos,low,moderate,81.2
